,OneLiner,VariableExtension,AbnormalSize,Obfuscation,Entropy,PositiveContext,ScriptLogging,FunctionBody,License,Downloader,StartsProcess,ScriptExecution,Crypto,Enumeration,HiddenWindow,CustomWebFields,Persistence,Registry,Sleeps,SysInternals,Compression,UninstallsApps,ByteUsage,NegativeContext,KnownMalware,CodeInjection,DNSC2,AppLockerBypass,AMSIBypass,EmbeddedFile,ClearLogs,DisabledProtections,ScreenScraping,Result
mal_4027.ps1,1,0,0,dominant,1.77822,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4028.ps1,1,0,0,dominant,1.77925,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4029.ps1,1,0,0,0,1.57489,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_403.ps1,1,0,0,CharFrequency,1.38755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4030.ps1,1,0,0,CharFrequency,1.41368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4031.ps1,1,0,0,CharFrequency,1.40819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4032.ps1,1,0,0,dominant,1.76649,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4033.ps1,1,0,0,0,1.55459,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4034.ps1,1,0,0,CharFrequency,1.395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4035.ps1,1,0,0,CharFrequency,1.39616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4036.ps1,1,0,0,CharFrequency,1.3958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4037.ps1,1,0,0,dominant,1.78315,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4038.ps1,1,0,0,CharFrequency,1.39573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4039.ps1,1,0,0,CharFrequency,1.40996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_404.ps1,1,0,0,CharFrequency,1.3608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4040.ps1,1,0,0,dominant,1.78816,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4041.ps1,1,0,0,0,1.54845,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_4042.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4043.ps1,1,0,0,CharFrequency,1.40844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4044.ps1,1,0,0,CharFrequency,1.37751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4045.ps1,1,0,0,CharFrequency,1.40131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4046.ps1,1,0,0,CharFrequency,1.40494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4047.ps1,1,0,0,CharFrequency,1.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4048.ps1,1,0,0,CharFrequency,1.39398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4049.ps1,1,0,0,CharFrequency,1.40821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_405.ps1,1,0,0,CharFrequency,1.40111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4050.ps1,1,0,0,CharFrequency,1.38797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4051.ps1,1,0,0,0,1.55401,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4052.ps1,1,0,0,0,1.52316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4053.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4054.ps1,1,0,0,CharFrequency,1.38704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4055.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4056.ps1,1,0,0,dominant,1.77414,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4057.ps1,1,0,0,dominant,1.78032,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_4058.ps1,1,0,0,CharFrequency,1.38689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4059.ps1,1,0,0,dominant,1.78728,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_406.ps1,1,0,0,CharFrequency,1.3871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4060.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4061.ps1,1,0,0,dominant,1.78363,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,1,0,0,0,0,1
mal_4062.ps1,1,0,0,CharFrequency,1.40058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_4063.ps1,1,0,0,CharFrequency,1.38703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4064.ps1,1,0,0,CharFrequency,1.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4065.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4066.ps1,1,0,0,0,1.58818,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4067.ps1,1,0,0,dominant,1.78813,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,1,0,0,0,0,1
mal_4068.ps1,1,0,0,CharFrequency,1.41186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4069.ps1,1,0,0,dominant,1.77169,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_407.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4070.ps1,1,0,0,CharFrequency,1.40113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_4071.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4072.ps1,1,0,0,CharFrequency,1.38487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4073.ps1,1,0,0,dominant,1.78461,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,1,0,0,0,0,1
mal_4074.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4075.ps1,1,0,0,0,1.56113,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_4076.ps1,1,0,0,CharFrequency,1.39485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_4077.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_4078.ps1,1,0,0,dominant,1.76595,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,1,0,0,0,0,1
mal_408.ps1,1,0,0,CharFrequency,1.3865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_409.ps1,1,0,0,CharFrequency,1.44044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_41.ps1,1,0,0,CharFrequency,1.41393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_410.ps1,1,0,0,CharFrequency,1.38614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_411.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_412.ps1,1,0,0,CharFrequency,1.38608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_413.ps1,1,0,0,CharFrequency,1.38657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_414.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_415.ps1,1,0,0,CharFrequency,1.38026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_416.ps1,1,0,0,CharFrequency,1.3872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_417.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_418.ps1,1,0,0,CharFrequency,1.39144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_419.ps1,1,0,0,CharFrequency,1.36009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_42.ps1,1,0,0,CharFrequency,1.3995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_420.ps1,1,0,0,CharFrequency,1.38611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_421.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_422.ps1,1,0,0,CharFrequency,1.44305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_423.ps1,1,0,0,0,1.56113,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_424.ps1,1,0,0,CharFrequency,1.38125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_425.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_426.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_427.ps1,1,0,0,0,1.84025,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_428.ps1,1,0,0,0,1.84158,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_429.ps1,1,0,0,CharFrequency,1.39637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_43.ps1,1,0,0,CharFrequency,1.40295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_430.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_431.ps1,1,0,0,0,1.5661,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_432.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_433.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_434.ps1,1,0,0,CharFrequency,1.38797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_435.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_436.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_437.ps1,1,0,0,0,1.50247,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_438.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_439.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_44.ps1,1,0,0,CharFrequency,1.38667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_440.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_441.ps1,1,0,0,CharFrequency,1.37252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_442.ps1,1,0,0,CharFrequency,1.38744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_443.ps1,1,0,0,CharFrequency,1.44222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_444.ps1,1,0,0,CharFrequency,1.45699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_445.ps1,1,0,0,0,1.42931,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_446.ps1,1,0,0,CharFrequency,1.40364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_447.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_448.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_449.ps1,1,0,0,0,1.33217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_45.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_450.ps1,1,0,0,CharFrequency,1.39462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_451.ps1,1,0,0,CharFrequency,1.38034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_452.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_453.ps1,1,0,0,CharFrequency,1.39104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_454.ps1,1,0,0,CharFrequency,1.40131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_455.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_456.ps1,1,0,0,0,1.842,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_457.ps1,1,0,0,CharFrequency,1.45803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_458.ps1,1,0,0,0,1.82458,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_459.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_46.ps1,1,0,0,CharFrequency,1.41781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_460.ps1,1,0,0,0,1.42986,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_461.ps1,1,0,0,CharFrequency,1.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_462.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_463.ps1,1,0,0,CharFrequency,1.40415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_464.ps1,1,0,0,CharFrequency,1.41366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_465.ps1,1,0,0,0,1.5657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_466.ps1,1,0,0,CharFrequency,1.38689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_467.ps1,1,0,0,dominant,1.77445,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_468.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_469.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_47.ps1,1,0,0,CharFrequency,1.39192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_470.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_471.ps1,1,0,0,0,1.52027,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_472.ps1,1,0,0,dominant,1.78791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_473.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_474.ps1,1,0,0,0,1.48894,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_475.ps1,1,0,0,0,1.42144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_476.ps1,1,0,0,0,1.84061,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_477.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_478.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_479.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_48.ps1,1,0,0,CharFrequency,1.38614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_480.ps1,1,0,0,CharFrequency,1.36912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_481.ps1,1,0,0,0,1.43754,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_482.ps1,1,0,0,dominant,1.79052,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_483.ps1,1,0,0,CharFrequency,1.39408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_484.ps1,1,0,0,0,1.5657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_485.ps1,1,0,0,CharFrequency,1.36623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_486.ps1,1,0,0,dominant,1.75757,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,1,0,0,0,0,1
mal_487.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_488.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_489.ps1,1,0,0,0,1.5657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_49.ps1,1,0,0,0,1.57337,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_490.ps1,1,0,0,CharFrequency,1.40347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_491.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_492.ps1,1,0,0,CharFrequency,1.39925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_493.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_494.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_495.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_496.ps1,1,0,0,CharFrequency,1.38139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_497.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_498.ps1,1,0,0,CharFrequency,1.38689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_499.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
